"","logFC","se","df","t","pval","adjPval"
"AACS_MOUSE",-0.11812637175784,0.139035407261207,13.3845338867711,-0.849613591852292,0.410480008376671,0.632581835758914
"AAK1_MOUSE",-0.0171085277134085,0.187526318600924,11.2714366226939,-0.0912326751842082,0.928908941597239,0.965502324145008
"AAKB2_MOUSE",-0.0136974380437961,0.322928481137109,12.2350386957005,-0.0424163207765512,0.966851183908791,0.984900166552824
"AAKG1_MOUSE",0.68623575576139,0.218280678891403,11.1490281766434,3.14382271141276,0.00920189675592329,0.0748847402730196
"AAKG2_MOUSE",0.24319833690411,0.243472667024035,12.3781980463506,0.998873261120938,0.336983003189548,0.569385074354753
"AAMDC_MOUSE",0.146461868852384,0.135099832829902,13.3501748605121,1.08410103687387,0.297510731940125,0.527190930352566
"AAPK1_MOUSE",0.0764948242660621,0.143736335047679,10.9807387423571,0.532188498062704,0.605196114339608,0.781854113817271
"AAPK2_MOUSE",0.346499563803268,0.289215970784496,12.66123964263,1.1980651098326,0.252838163189726,0.479324460970021
"AASD1_MOUSE",-0.0695220085894148,0.120179598796875,12.187328145782,-0.578484279240435,0.573472365741173,0.765132298058402
"AATC_MOUSE",0.154665506008044,0.120219512702848,13.1397325235369,1.28652581041763,0.220465425801768,0.442772874722354
"AATM_MOUSE",-0.0747641106569556,0.165546776225408,13.3845338867711,-0.451619248418084,0.658774635573876,0.820180399280724
"AB1IP_MOUSE",NA,NA,NA,NA,NA,NA
"ABC8A_MOUSE",-0.615114228842981,0.23928693145888,12.6991445697588,-2.57061355207643,0.023620363086794,0.123277677013127
